,year,age,men,women,group
682,1997,26,342434,338975.0,20 - 40
683,1997,27,317662,316833.0,20 - 40
684,1997,28,320799,325092.0,20 - 40
685,1997,29,321728,323808.0,20 - 40
686,1997,30,329313,334698.0,20 - 40
687,1997,31,324398,332722.0,20 - 40
688,1997,32,341593,351500.0,20 - 40
689,1997,33,363853,377541.0,20 - 40
690,1997,34,374596,391244.0,20 - 40
691,1997,35,386046,402586.0,20 - 40
692,1997,36,401932,419094.0,20 - 40
693,1997,37,387130,409420.0,20 - 40
694,1997,38,383647,406001.0,20 - 40
695,1997,39,372784,396131.0,20 - 40
696,1997,40,366600,394175.0,40 - 60
697,1997,41,346904,374585.0,40 - 60
698,1997,42,357193,388550.0,40 - 60
699,1997,43,328697,360718.0,40 - 60
700,1997,44,345604,379875.0,40 - 60
701,1997,45,342597,376774.0,40 - 60
702,1997,46,339726,377827.0,40 - 60
703,1997,47,354059,399210.0,40 - 60
704,1997,48,295479,335628.0,40 - 60
705,1997,49,263790,302902.0,40 - 60
706,1997,50,250661,295428.0,40 - 60
707,1997,51,163297,197352.0,40 - 60
708,1997,52,193327,234231.0,40 - 60
709,1997,53,173589,212407.0,40 - 60
710,1997,54,225687,279273.0,40 - 60
711,1997,55,292462,364181.0,40 - 60
712,1997,56,302482,380204.0,40 - 60
713,1997,57,327290,422376.0,40 - 60
714,1997,58,344936,447954.0,40 - 60
715,1997,59,362915,462538.0,40 - 60
716,1997,60,291737,376430.0,60 - 80
717,1997,61,247569,316832.0,60 - 80
718,1997,62,186949,240264.0,60 - 80
719,1997,63,158681,213238.0,60 - 80
720,1997,64,196121,279548.0,60 - 80
721,1997,65,205564,289106.0,60 - 80
722,1997,66,235986,349838.0,60 - 80
723,1997,67,219788,335044.0,60 - 80
724,1997,68,222757,355970.0,60 - 80
725,1997,69,203737,332495.0,60 - 80
726,1997,70,171692,328968.0,60 - 80
727,1997,71,147558,309368.0,60 - 80
728,1997,72,129220,297473.0,60 - 80
729,1997,73,107733,257993.0,60 - 80
730,1997,74,87658,231812.0,60 - 80
731,1997,75,77429,196021.0,60 - 80
732,1997,76,60936,159563.0,60 - 80
733,1997,77,56339,155687.0,60 - 80
734,1997,78,49405,137121.0,60 - 80
735,1997,79,32638,94792.0,60 - 80
738,1998,0,224714,212900.0,0 - 20
739,1998,1,237505,223809.0,0 - 20
740,1998,2,248608,235542.0,0 - 20
741,1998,3,261033,247378.0,0 - 20
742,1998,4,277710,264187.0,0 - 20
743,1998,5,297276,282789.0,0 - 20
744,1998,6,318874,302854.0,0 - 20
745,1998,7,333454,317267.0,0 - 20
746,1998,8,350896,334342.0,0 - 20
747,1998,9,375563,358398.0,0 - 20
748,1998,10,384339,367028.0,0 - 20
749,1998,11,405720,389181.0,0 - 20
750,1998,12,393892,379267.0,0 - 20
751,1998,13,404495,388020.0,0 - 20
752,1998,14,412075,395419.0,0 - 20
753,1998,15,379424,362006.0,0 - 20
754,1998,16,365695,354030.0,0 - 20
755,1998,17,374872,362434.0,0 - 20
756,1998,18,359830,348084.0,0 - 20
757,1998,19,357636,347888.0,0 - 20
758,1998,20,347654,340368.0,20 - 40
759,1998,21,365435,357341.0,20 - 40
760,1998,22,356995,353538.0,20 - 40
761,1998,23,351538,346533.0,20 - 40
762,1998,24,347120,339451.0,20 - 40
763,1998,25,357026,351849.0,20 - 40
764,1998,26,350310,343290.0,20 - 40
765,1998,27,340681,338236.0,20 - 40
766,1998,28,315324,315687.0,20 - 40
767,1998,29,319027,323503.0,20 - 40
768,1998,30,318895,322320.0,20 - 40
769,1998,31,326797,333326.0,20 - 40
770,1998,32,322040,331625.0,20 - 40
771,1998,33,338725,349880.0,20 - 40
772,1998,34,360666,376074.0,20 - 40
773,1998,35,371196,389436.0,20 - 40
774,1998,36,382934,401463.0,20 - 40
775,1998,37,398671,417894.0,20 - 40
776,1998,38,383125,407409.0,20 - 40
777,1998,39,379873,404516.0,20 - 40
778,1998,40,368155,393962.0,40 - 60
779,1998,41,362727,392678.0,40 - 60
780,1998,42,342436,372671.0,40 - 60
781,1998,43,352562,386635.0,40 - 60
782,1998,44,323903,358395.0,40 - 60
783,1998,45,340126,377447.0,40 - 60
784,1998,46,337762,374990.0,40 - 60
785,1998,47,334591,375670.0,40 - 60
786,1998,48,348260,396513.0,40 - 60
787,1998,49,290000,333056.0,40 - 60
788,1998,50,258468,300566.0,40 - 60
789,1998,51,245677,293406.0,40 - 60
790,1998,52,159977,196022.0,40 - 60
791,1998,53,188792,232334.0,40 - 60
792,1998,54,169379,210620.0,40 - 60
793,1998,55,219931,276590.0,40 - 60
794,1998,56,285307,361168.0,40 - 60
795,1998,57,294716,376742.0,40 - 60
796,1998,58,318180,417855.0,40 - 60
797,1998,59,334641,442494.0,40 - 60
798,1998,60,350429,456529.0,60 - 80
799,1998,61,281735,371202.0,60 - 80
800,1998,62,238582,312157.0,60 - 80
801,1998,63,179523,236264.0,60 - 80
802,1998,64,151914,208937.0,60 - 80
803,1998,65,187402,273776.0,60 - 80
804,1998,66,196051,282808.0,60 - 80
805,1998,67,225384,343153.0,60 - 80
806,1998,68,207739,326060.0,60 - 80
807,1998,69,209963,345612.0,60 - 80
808,1998,70,191285,321959.0,60 - 80
809,1998,71,160457,317361.0,60 - 80
810,1998,72,137343,297272.0,60 - 80
811,1998,73,119446,284518.0,60 - 80
812,1998,74,99180,245616.0,60 - 80
813,1998,75,80041,219007.0,60 - 80
814,1998,76,70647,184662.0,60 - 80
815,1998,77,55016,148957.0,60 - 80
816,1998,78,50269,143335.0,60 - 80
817,1998,79,44103,127499.0,60 - 80
820,1999,0,212834,202058.0,0 - 20
821,1999,1,223148,211842.0,0 - 20
822,1999,2,237507,224340.0,0 - 20
823,1999,3,248102,235317.0,0 - 20
824,1999,4,259867,246405.0,0 - 20
825,1999,5,276106,262716.0,0 - 20
826,1999,6,296011,281616.0,0 - 20
827,1999,7,317589,301600.0,0 - 20
828,1999,8,332602,316225.0,0 - 20
829,1999,9,349501,333073.0,0 - 20
830,1999,10,373659,356465.0,0 - 20
831,1999,11,383733,366169.0,0 - 20
832,1999,12,405404,388543.0,0 - 20
833,1999,13,393580,378606.0,0 - 20
834,1999,14,403923,387478.0,0 - 20
835,1999,15,411777,394803.0,0 - 20
836,1999,16,378743,360996.0,0 - 20
837,1999,17,364473,352884.0,0 - 20
838,1999,18,374121,361654.0,0 - 20
839,1999,19,358012,345813.0,0 - 20
840,1999,20,355568,346004.0,20 - 40
841,1999,21,344823,338107.0,20 - 40
842,1999,22,362256,354337.0,20 - 40
843,1999,23,354568,350990.0,20 - 40
844,1999,24,348177,343895.0,20 - 40
845,1999,25,342678,336573.0,20 - 40
846,1999,26,352235,349013.0,20 - 40
847,1999,27,346487,341544.0,20 - 40
848,1999,28,338445,337153.0,20 - 40
849,1999,29,313048,314443.0,20 - 40
850,1999,30,317107,322053.0,20 - 40
851,1999,31,316070,320620.0,20 - 40
852,1999,32,324045,331880.0,20 - 40
853,1999,33,319649,330296.0,20 - 40
854,1999,34,335727,348274.0,20 - 40
855,1999,35,357536,374428.0,20 - 40
856,1999,36,367851,387421.0,20 - 40
857,1999,37,379908,400159.0,20 - 40
858,1999,38,395349,416575.0,20 - 40
859,1999,39,379223,405286.0,20 - 40
860,1999,40,375928,402861.0,40 - 60
861,1999,41,363724,391809.0,40 - 60
862,1999,42,358762,391143.0,40 - 60
863,1999,43,338184,370747.0,40 - 60
864,1999,44,347959,384606.0,40 - 60
865,1999,45,319078,356074.0,40 - 60
866,1999,46,334979,374999.0,40 - 60
867,1999,47,332969,373129.0,40 - 60
868,1999,48,329680,373348.0,40 - 60
869,1999,49,342531,393790.0,40 - 60
870,1999,50,284581,330338.0,40 - 60
871,1999,51,253488,298100.0,40 - 60
872,1999,52,241017,291345.0,40 - 60
873,1999,53,156649,194717.0,40 - 60
874,1999,54,184478,230435.0,40 - 60
875,1999,55,165203,208778.0,40 - 60
876,1999,56,214543,273819.0,40 - 60
877,1999,57,278362,358107.0,40 - 60
878,1999,58,287565,373149.0,40 - 60
879,1999,59,309356,413160.0,40 - 60
880,1999,60,324024,436930.0,60 - 80
881,1999,61,338957,450637.0,60 - 80
882,1999,62,272090,365836.0,60 - 80
883,1999,63,230017,307352.0,60 - 80
884,1999,64,172573,232261.0,60 - 80
885,1999,65,145358,204498.0,60 - 80
886,1999,66,178988,267843.0,60 - 80
887,1999,67,186787,276153.0,60 - 80
888,1999,68,215301,336036.0,60 - 80
889,1999,69,196142,316421.0,60 - 80
890,1999,70,197585,334806.0,60 - 80
891,1999,71,179130,310978.0,60 - 80
892,1999,72,149721,305355.0,60 - 80
893,1999,73,127702,284984.0,60 - 80
894,1999,74,110216,270795.0,60 - 80
895,1999,75,91076,232523.0,60 - 80
896,1999,76,72856,206210.0,60 - 80
897,1999,77,63951,173258.0,60 - 80
898,1999,78,49490,138542.0,60 - 80
899,1999,79,44601,131060.0,60 - 80
902,2000,0,198354,186626.0,0 - 20
903,2000,1,211574,201520.0,0 - 20
904,2000,2,222025,210955.0,0 - 20
905,2000,3,237571,224936.0,0 - 20
906,2000,4,247730,235171.0,0 - 20
907,2000,5,258911,245649.0,0 - 20
908,2000,6,274767,261421.0,0 - 20
909,2000,7,295126,280635.0,0 - 20
910,2000,8,316689,300710.0,0 - 20
911,2000,9,332133,315643.0,0 - 20
912,2000,10,348546,332038.0,0 - 20
913,2000,11,372185,355096.0,0 - 20
914,2000,12,383486,365679.0,0 - 20
915,2000,13,405515,388381.0,0 - 20
916,2000,14,393611,378294.0,0 - 20
917,2000,15,403743,387170.0,0 - 20
918,2000,16,411699,394344.0,0 - 20
919,2000,17,378173,359877.0,0 - 20
920,2000,18,364007,352268.0,0 - 20
921,2000,19,373278,360957.0,0 - 20
922,2000,20,356040,344301.0,20 - 40
923,2000,21,353246,344551.0,20 - 40
924,2000,22,342278,336205.0,20 - 40
925,2000,23,359744,352897.0,20 - 40
926,2000,24,351949,349131.0,20 - 40
927,2000,25,344642,341768.0,20 - 40
928,2000,26,337944,334177.0,20 - 40
929,2000,27,347419,346611.0,20 - 40
930,2000,28,342767,340297.0,20 - 40
931,2000,29,336524,336734.0,20 - 40
932,2000,30,310539,313684.0,20 - 40
933,2000,31,315051,320986.0,20 - 40
934,2000,32,313033,319463.0,20 - 40
935,2000,33,321395,330804.0,20 - 40
936,2000,34,317269,329579.0,20 - 40
937,2000,35,332848,347162.0,20 - 40
938,2000,36,354366,373351.0,20 - 40
939,2000,37,364536,385932.0,20 - 40
940,2000,38,376970,399262.0,20 - 40
941,2000,39,392200,415637.0,20 - 40
942,2000,40,375160,403527.0,40 - 60
943,2000,41,372181,401504.0,40 - 60
944,2000,42,359431,389912.0,40 - 60
945,2000,43,354779,389834.0,40 - 60
946,2000,44,333954,369013.0,40 - 60
947,2000,45,343351,382852.0,40 - 60
948,2000,46,314360,353876.0,40 - 60
949,2000,47,329705,372773.0,40 - 60
950,2000,48,328141,371416.0,40 - 60
951,2000,49,324565,371216.0,40 - 60
952,2000,50,336486,391172.0,40 - 60
953,2000,51,279460,327918.0,40 - 60
954,2000,52,248474,295800.0,40 - 60
955,2000,53,236132,289317.0,40 - 60
956,2000,54,153343,193346.0,40 - 60
957,2000,55,179927,228545.0,40 - 60
958,2000,56,161042,206984.0,40 - 60
959,2000,57,208991,271191.0,40 - 60
960,2000,58,271361,355048.0,40 - 60
961,2000,59,279809,369619.0,40 - 60
962,2000,60,299927,408422.0,60 - 80
963,2000,61,313367,431414.0,60 - 80
964,2000,62,327025,444500.0,60 - 80
965,2000,63,262164,360518.0,60 - 80
966,2000,64,221053,302361.0,60 - 80
967,2000,65,165209,227940.0,60 - 80
968,2000,66,138717,199954.0,60 - 80
969,2000,67,170418,261512.0,60 - 80
970,2000,68,177319,269136.0,60 - 80
971,2000,69,204863,328520.0,60 - 80
972,2000,70,184143,306400.0,60 - 80
973,2000,71,184966,323666.0,60 - 80
974,2000,72,167102,299588.0,60 - 80
975,2000,73,138864,292525.0,60 - 80
976,2000,74,117890,272000.0,60 - 80
977,2000,75,100913,256547.0,60 - 80
978,2000,76,82848,219074.0,60 - 80
979,2000,77,65831,192741.0,60 - 80
980,2000,78,57521,161462.0,60 - 80
981,2000,79,44127,127666.0,60 - 80
984,2001,0,197071,184168.0,0 - 20
985,2001,1,198423,187455.0,0 - 20
986,2001,2,210837,201364.0,0 - 20
987,2001,3,220976,210133.0,0 - 20
988,2001,4,237644,225509.0,0 - 20
989,2001,5,247322,235011.0,0 - 20
990,2001,6,257989,244858.0,0 - 20
991,2001,7,273400,260128.0,0 - 20
992,2001,8,294140,279692.0,0 - 20
993,2001,9,315702,299816.0,0 - 20
994,2001,10,331620,315015.0,0 - 20
995,2001,11,347534,331073.0,0 - 20
996,2001,12,370686,353625.0,0 - 20
997,2001,13,383189,365171.0,0 - 20
998,2001,14,405625,388117.0,0 - 20
999,2001,15,393572,377931.0,0 - 20
1000,2001,16,403599,386913.0,0 - 20
1001,2001,17,411527,393848.0,0 - 20
1002,2001,18,377783,358985.0,0 - 20
1003,2001,19,363604,351763.0,0 - 20
1004,2001,20,372275,360318.0,20 - 40
1005,2001,21,353983,342837.0,20 - 40
1006,2001,22,350922,343085.0,20 - 40
1007,2001,23,339633,334373.0,20 - 40
1008,2001,24,357097,351461.0,20 - 40
1009,2001,25,349116,347411.0,20 - 40
1010,2001,26,340949,339768.0,20 - 40
1011,2001,27,333119,331726.0,20 - 40
1012,2001,28,342493,344152.0,20 - 40
1013,2001,29,338820,339088.0,20 - 40
1014,2001,30,334340,336347.0,20 - 40
1015,2001,31,308037,312903.0,20 - 40
1016,2001,32,313017,319893.0,20 - 40
1017,2001,33,309841,318208.0,20 - 40
1018,2001,34,318609,329704.0,20 - 40
1019,2001,35,314659,328759.0,20 - 40
1020,2001,36,329808,345991.0,20 - 40
1021,2001,37,351159,372165.0,20 - 40
1022,2001,38,360838,384308.0,20 - 40
1023,2001,39,373653,398258.0,20 - 40
1024,2001,40,388346,414590.0,40 - 60
1025,2001,41,370789,401728.0,40 - 60
1026,2001,42,367998,400126.0,40 - 60
1027,2001,43,354633,387964.0,40 - 60
1028,2001,44,350264,388428.0,40 - 60
1029,2001,45,328924,367222.0,40 - 60
1030,2001,46,338163,380942.0,40 - 60
1031,2001,47,309088,351666.0,40 - 60
1032,2001,48,323928,370323.0,40 - 60
1033,2001,49,322727,369489.0,40 - 60
1034,2001,50,318674,368925.0,40 - 60
1035,2001,51,330028,388504.0,40 - 60
1036,2001,52,273695,325215.0,40 - 60
1037,2001,53,243015,293386.0,40 - 60
1038,2001,54,230846,287126.0,40 - 60
1039,2001,55,149568,191840.0,40 - 60
1040,2001,56,175218,226408.0,40 - 60
1041,2001,57,156600,204960.0,40 - 60
1042,2001,58,202994,268305.0,40 - 60
1043,2001,59,263900,351677.0,40 - 60
1044,2001,60,271291,365664.0,60 - 80
1045,2001,61,289832,403356.0,60 - 80
1046,2001,62,301980,425261.0,60 - 80
1047,2001,63,314016,437767.0,60 - 80
1048,2001,64,251695,354592.0,60 - 80
1049,2001,65,211410,296635.0,60 - 80
1050,2001,66,157614,223204.0,60 - 80
1051,2001,67,131880,194985.0,60 - 80
1052,2001,68,161420,254829.0,60 - 80
1053,2001,69,167649,261683.0,60 - 80
1054,2001,70,194230,320309.0,60 - 80
1055,2001,71,171907,295514.0,60 - 80
1056,2001,72,171953,311338.0,60 - 80
1057,2001,73,154197,287521.0,60 - 80
1058,2001,74,128061,278847.0,60 - 80
1059,2001,75,108036,257998.0,60 - 80
1060,2001,76,91396,241536.0,60 - 80
1061,2001,77,74535,204858.0,60 - 80
1062,2001,78,58897,178560.0,60 - 80
1063,2001,79,51234,149110.0,60 - 80
1066,2002,0,183728,174438.0,0 - 20
1067,2002,1,197079,185763.0,0 - 20
1068,2002,2,198994,188746.0,0 - 20
1069,2002,3,211056,201994.0,0 - 20
1070,2002,4,221367,211030.0,0 - 20
1071,2002,5,238066,226191.0,0 - 20
1072,2002,6,247834,235838.0,0 - 20
1073,2002,7,257962,244903.0,0 - 20
1074,2002,8,273724,260868.0,0 - 20
1075,2002,9,294357,279364.0,0 - 20
1076,2002,10,316649,300977.0,0 - 20
1077,2002,11,332028,315536.0,0 - 20
1078,2002,12,346771,330212.0,0 - 20
1079,2002,13,370864,354080.0,0 - 20
1080,2002,14,384227,365217.0,0 - 20
1081,2002,15,405506,388372.0,0 - 20
1082,2002,16,393151,377438.0,0 - 20
1083,2002,17,404761,387885.0,0 - 20
1084,2002,18,411127,392748.0,0 - 20
1085,2002,19,374993,355587.0,0 - 20
1086,2002,20,362328,350984.0,20 - 40
1087,2002,21,369762,358296.0,20 - 40
1088,2002,22,351105,340829.0,20 - 40
1089,2002,23,347774,340772.0,20 - 40
1090,2002,24,336016,331722.0,20 - 40
1091,2002,25,354896,350699.0,20 - 40
1092,2002,26,344156,343271.0,20 - 40
1093,2002,27,337491,337833.0,20 - 40
1094,2002,28,327280,328745.0,20 - 40
1095,2002,29,336693,340946.0,20 - 40
1096,2002,30,334121,337069.0,20 - 40
1097,2002,31,330255,333923.0,20 - 40
1098,2002,32,305473,312433.0,20 - 40
1099,2002,33,310068,318016.0,20 - 40
1100,2002,34,306126,316619.0,20 - 40
1101,2002,35,315246,328313.0,20 - 40
1102,2002,36,311276,327117.0,20 - 40
1103,2002,37,327768,346457.0,20 - 40
1104,2002,38,349143,372024.0,20 - 40
1105,2002,39,356964,382771.0,20 - 40
1106,2002,40,369648,396724.0,40 - 60
1107,2002,41,385094,414439.0,40 - 60
1108,2002,42,366007,399853.0,40 - 60
1109,2002,43,363359,398058.0,40 - 60
1110,2002,44,349330,385819.0,40 - 60
1111,2002,45,344061,385203.0,40 - 60
1112,2002,46,324947,366721.0,40 - 60
1113,2002,47,331211,376647.0,40 - 60
1114,2002,48,303567,348994.0,40 - 60
1115,2002,49,319408,369660.0,40 - 60
1116,2002,50,316129,366260.0,40 - 60
1117,2002,51,312472,366461.0,40 - 60
1118,2002,52,323229,386388.0,40 - 60
1119,2002,53,261932,313385.0,40 - 60
1120,2002,54,240788,295544.0,40 - 60
1121,2002,55,221485,279364.0,40 - 60
1122,2002,56,146084,190689.0,40 - 60
1123,2002,57,171337,225037.0,40 - 60
1124,2002,58,153392,204736.0,40 - 60
1125,2002,59,200554,270033.0,40 - 60
1126,2002,60,258826,350920.0,60 - 80
1127,2002,61,264158,365121.0,60 - 80
1128,2002,62,282968,401709.0,60 - 80
1129,2002,63,291022,418211.0,60 - 80
1130,2002,64,301358,429757.0,60 - 80
1131,2002,65,240040,344728.0,60 - 80
1132,2002,66,200486,287974.0,60 - 80
1133,2002,67,147240,213973.0,60 - 80
1134,2002,68,126974,194033.0,60 - 80
1135,2002,69,153893,248830.0,60 - 80
1136,2002,70,161253,260677.0,60 - 80
1137,2002,71,183535,311727.0,60 - 80
1138,2002,72,160182,285186.0,60 - 80
1139,2002,73,159979,298412.0,60 - 80
1140,2002,74,141638,276475.0,60 - 80
1141,2002,75,116753,263130.0,60 - 80
1142,2002,76,98519,244605.0,60 - 80
1143,2002,77,82195,224247.0,60 - 80
1144,2002,78,66164,189235.0,60 - 80
1145,2002,79,52524,163548.0,60 - 80
1148,2003,0,199843,187485.0,0 - 20
1149,2003,1,191369,180303.0,0 - 20
1150,2003,2,196710,185668.0,0 - 20
1151,2003,3,198668,188445.0,0 - 20
1152,2003,4,209971,201078.0,0 - 20
1153,2003,5,219654,209152.0,0 - 20
1154,2003,6,237418,225813.0,0 - 20
1155,2003,7,246624,234581.0,0 - 20
1156,2003,8,256753,243886.0,0 - 20
1157,2003,9,271680,258693.0,0 - 20
1158,2003,10,292877,278477.0,0 - 20
1159,2003,11,314397,298595.0,0 - 20
1160,2003,12,330703,314131.0,0 - 20
1161,2003,13,346266,329752.0,0 - 20
1162,2003,14,368662,351823.0,0 - 20
1163,2003,15,382274,364106.0,0 - 20
1164,2003,16,405055,387397.0,0 - 20
1165,2003,17,393133,377188.0,0 - 20
1166,2003,18,402931,386329.0,0 - 20
1167,2003,19,411002,392925.0,0 - 20
1168,2003,20,376783,357685.0,20 - 40
1169,2003,21,362135,350708.0,20 - 40
1170,2003,22,370022,359067.0,20 - 40
1171,2003,23,350667,340520.0,20 - 40
1172,2003,24,347170,340727.0,20 - 40
1173,2003,25,335314,331647.0,20 - 40
1174,2003,26,352707,349165.0,20 - 40
1175,2003,27,344541,344768.0,20 - 40
1176,2003,28,335554,336870.0,20 - 40
1177,2003,29,326719,328557.0,20 - 40
1178,2003,30,335508,341016.0,20 - 40
1179,2003,31,333130,337100.0,20 - 40
1180,2003,32,330270,335038.0,20 - 40
1181,2003,33,303556,311489.0,20 - 40
1182,2003,34,308873,317835.0,20 - 40
1183,2003,35,304369,316108.0,20 - 40
1184,2003,36,313404,327661.0,20 - 40
1185,2003,37,309606,326993.0,20 - 40
1186,2003,38,323971,343820.0,20 - 40
1187,2003,39,344870,369825.0,20 - 40
1188,2003,40,353497,381391.0,40 - 60
1189,2003,41,366619,395963.0,40 - 60
1190,2003,42,380123,412071.0,40 - 60
1191,2003,43,362087,398323.0,40 - 60
1192,2003,44,359315,397133.0,40 - 60
1193,2003,45,344795,384235.0,40 - 60
1194,2003,46,340918,385168.0,40 - 60
1195,2003,47,318594,363531.0,40 - 60
1196,2003,48,327352,376976.0,40 - 60
1197,2003,49,298487,347402.0,40 - 60
1198,2003,50,311742,365487.0,40 - 60
1199,2003,51,310898,364832.0,40 - 60
1200,2003,52,306216,363888.0,40 - 60
1201,2003,53,316243,382611.0,40 - 60
1202,2003,54,261809,319721.0,40 - 60
1203,2003,55,231387,288099.0,40 - 60
1204,2003,56,219489,281850.0,40 - 60
1205,2003,57,141674,188214.0,40 - 60
1206,2003,58,165331,221583.0,40 - 60
1207,2003,59,147460,200308.0,40 - 60
1208,2003,60,189976,261677.0,60 - 80
1209,2003,61,246700,343151.0,60 - 80
1210,2003,62,252400,356240.0,60 - 80
1211,2003,63,268321,391365.0,60 - 80
1212,2003,64,278182,411225.0,60 - 80
1213,2003,65,288136,422361.0,60 - 80
1214,2003,66,230245,341267.0,60 - 80
1215,2003,67,191984,284033.0,60 - 80
1216,2003,68,142118,212811.0,60 - 80
1217,2003,69,117836,184309.0,60 - 80
1218,2003,70,143380,240252.0,60 - 80
1219,2003,71,147656,245348.0,60 - 80
1220,2003,72,171190,300347.0,60 - 80
1221,2003,73,147860,272509.0,60 - 80
1222,2003,74,147046,285219.0,60 - 80
1223,2003,75,130571,261208.0,60 - 80
1224,2003,76,107181,250343.0,60 - 80
1225,2003,77,89195,229108.0,60 - 80
1226,2003,78,74152,210796.0,60 - 80
1227,2003,79,59428,175824.0,60 - 80
1230,2004,0,208263,197084.0,0 - 20
1231,2004,1,199124,186965.0,0 - 20
1232,2004,2,190979,179999.0,0 - 20
1233,2004,3,196416,185434.0,0 - 20
1234,2004,4,198398,188220.0,0 - 20
1235,2004,5,209706,200882.0,0 - 20
1236,2004,6,219487,208905.0,0 - 20
1237,2004,7,237154,225572.0,0 - 20
1238,2004,8,246357,234412.0,0 - 20
1239,2004,9,256497,243634.0,0 - 20
1240,2004,10,271428,258466.0,0 - 20
1241,2004,11,292600,278266.0,0 - 20
1242,2004,12,314109,298295.0,0 - 20
1243,2004,13,330399,313882.0,0 - 20
1244,2004,14,345912,329456.0,0 - 20
1245,2004,15,368256,351498.0,0 - 20
1246,2004,16,381841,363789.0,0 - 20
1247,2004,17,404562,387068.0,0 - 20
1248,2004,18,392771,376976.0,0 - 20
1249,2004,19,402400,385886.0,0 - 20
1250,2004,20,410330,392490.0,20 - 40
1251,2004,21,375915,357234.0,20 - 40
1252,2004,22,361177,350130.0,20 - 40
1253,2004,23,368816,358352.0,20 - 40
1254,2004,24,349258,339803.0,20 - 40
1255,2004,25,345601,339938.0,20 - 40
1256,2004,26,333790,330936.0,20 - 40
1257,2004,27,350962,348360.0,20 - 40
1258,2004,28,342801,343982.0,20 - 40
1259,2004,29,333851,336003.0,20 - 40
1260,2004,30,324788,327864.0,20 - 40
1261,2004,31,333629,340227.0,20 - 40
1262,2004,32,331285,336367.0,20 - 40
1263,2004,33,328380,334306.0,20 - 40
1264,2004,34,301726,310714.0,20 - 40
1265,2004,35,306763,317028.0,20 - 40
1266,2004,36,302238,315267.0,20 - 40
1267,2004,37,311030,326776.0,20 - 40
1268,2004,38,307179,326123.0,20 - 40
1269,2004,39,321179,342868.0,20 - 40
1270,2004,40,341443,368636.0,40 - 60
1271,2004,41,350055,380227.0,40 - 60
1272,2004,42,362809,394693.0,40 - 60
1273,2004,43,375856,410632.0,40 - 60
1274,2004,44,357745,396841.0,40 - 60
1275,2004,45,354444,395422.0,40 - 60
1276,2004,46,339976,382533.0,40 - 60
1277,2004,47,335886,383480.0,40 - 60
1278,2004,48,313609,361572.0,40 - 60
1279,2004,49,321816,374926.0,40 - 60
1280,2004,50,292653,345168.0,40 - 60
1281,2004,51,305686,363020.0,40 - 60
1282,2004,52,304490,362341.0,40 - 60
1283,2004,53,299477,361069.0,40 - 60
1284,2004,54,309125,379585.0,40 - 60
1285,2004,55,255360,317018.0,40 - 60
1286,2004,56,225431,285329.0,40 - 60
1287,2004,57,213658,278933.0,40 - 60
1288,2004,58,137588,186112.0,40 - 60
1289,2004,59,160252,218937.0,40 - 60
1290,2004,60,142367,197881.0,60 - 80
1291,2004,61,183171,258055.0,60 - 80
1292,2004,62,237561,338412.0,60 - 80
1293,2004,63,242291,350689.0,60 - 80
1294,2004,64,256956,384751.0,60 - 80
1295,2004,65,265819,403429.0,60 - 80
1296,2004,66,274695,413535.0,60 - 80
1297,2004,67,219160,333646.0,60 - 80
1298,2004,68,181880,276796.0,60 - 80
1299,2004,69,134068,206733.0,60 - 80
1300,2004,70,110493,178571.0,60 - 80
1301,2004,71,134229,232299.0,60 - 80
1302,2004,72,137578,236598.0,60 - 80
1303,2004,73,158920,288470.0,60 - 80
1304,2004,74,135958,260090.0,60 - 80
1305,2004,75,134590,270842.0,60 - 80
1306,2004,76,118758,246746.0,60 - 80
1307,2004,77,97061,234761.0,60 - 80
1308,2004,78,80159,213403.0,60 - 80
1309,2004,79,65957,194286.0,60 - 80
1312,2005,0,217975,205946.0,0 - 20
1313,2005,1,207607,196618.0,0 - 20
1314,2005,2,198857,186759.0,0 - 20
1315,2005,3,190804,179860.0,0 - 20
1316,2005,4,196262,185319.0,0 - 20
1317,2005,5,198239,188080.0,0 - 20
1318,2005,6,209547,200738.0,0 - 20
1319,2005,7,219375,208777.0,0 - 20
1320,2005,8,236974,225469.0,0 - 20
1321,2005,9,246208,234310.0,0 - 20
1322,2005,10,256315,243510.0,0 - 20
1323,2005,11,271273,258333.0,0 - 20
1324,2005,12,292444,278185.0,0 - 20
1325,2005,13,313925,298185.0,0 - 20
1326,2005,14,330147,313761.0,0 - 20
1327,2005,15,345705,329292.0,0 - 20
1328,2005,16,367954,351294.0,0 - 20
1329,2005,17,381496,363635.0,0 - 20
1330,2005,18,404256,386930.0,0 - 20
1331,2005,19,392337,376696.0,0 - 20
1332,2005,20,401792,385586.0,20 - 40
1333,2005,21,409460,392087.0,20 - 40
1334,2005,22,375099,356759.0,20 - 40
1335,2005,23,360169,349597.0,20 - 40
1336,2005,24,367674,357844.0,20 - 40
1337,2005,25,347913,339184.0,20 - 40
1338,2005,26,344251,339290.0,20 - 40
1339,2005,27,332263,330255.0,20 - 40
1340,2005,28,349346,347712.0,20 - 40
1341,2005,29,341165,343351.0,20 - 40
1342,2005,30,332062,335314.0,20 - 40
1343,2005,31,323041,327312.0,20 - 40
1344,2005,32,331788,339533.0,20 - 40
1345,2005,33,329398,335752.0,20 - 40
1346,2005,34,326363,333634.0,20 - 40
